COMPOUND,DOSE,ID,DV,TIME,TIME_UNIT,EVID,CENS,AMT,TINF,WT,UNIT,YTYPE,YDESC,MDV,STUDYID,SPECIES,SEX,SUBJECT_GROUP,STUDYID,DOSE_GROUP
Controls,0,5069,1.34,288,h,0,0,.,.,0.1969,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5069,1.05,360,h,0,0,.,.,0.1969,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5069,2.32,480,h,0,0,.,.,0.1969,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5069,2.73,552,h,0,0,.,.,0.1969,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5070,1.08,-48,h,0,0,.,.,0.1994,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5070,1.35,72,h,0,0,.,.,0.1994,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5070,1.31,144,h,0,0,.,.,0.1994,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5070,2.08,216,h,0,0,.,.,0.1994,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5070,.,288,h,0,0,.,.,0.1994,10^3/mcL,6,Neutrophiles absolute,1,0470-2008,Rat,Male,.,.,.
Controls,0,5070,1.56,360,h,0,0,.,.,0.1994,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5070,2.7,480,h,0,0,.,.,0.1994,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5070,2.29,552,h,0,0,.,.,0.1994,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5071,0.54,-48,h,0,0,.,.,0.1862,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5071,0.8,72,h,0,0,.,.,0.1862,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5071,1.13,144,h,0,0,.,.,0.1862,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5071,0.84,216,h,0,0,.,.,0.1862,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5071,1.31,288,h,0,0,.,.,0.1862,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5071,0.99,360,h,0,0,.,.,0.1862,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5071,1.01,480,h,0,0,.,.,0.1862,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5071,1.3,552,h,0,0,.,.,0.1862,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5072,1.42,-48,h,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5072,0.8,72,h,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5072,1.21,144,h,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5072,1.53,216,h,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5072,1.14,288,h,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5072,0.82,360,h,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5072,1.46,480,h,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Controls,0,5072,2.31,552,h,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5109,0.85,-48,h,0,0,.,.,0.205,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5109,0.9,24,h,0,0,.,.,0.205,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5109,0.14,96,h,0,0,.,.,0.205,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5109,2.42,168,h,0,0,.,.,0.205,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5109,3.57,240,h,0,0,.,.,0.205,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5109,1.78,312,h,0,0,.,.,0.205,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5109,1.09,384,h,0,0,.,.,0.205,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5109,1.61,552,h,0,0,.,.,0.205,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5110,1.17,-48,h,0,0,.,.,0.212,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5110,1.33,24,h,0,0,.,.,0.212,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5110,0.2,96,h,0,0,.,.,0.212,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5110,0.8,168,h,0,0,.,.,0.212,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5110,6.25,240,h,0,0,.,.,0.212,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5110,2.55,312,h,0,0,.,.,0.212,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5110,2.2,384,h,0,0,.,.,0.212,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5110,1.29,552,h,0,0,.,.,0.212,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5111,1.63,-48,h,0,0,.,.,0.1935,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5111,0.93,24,h,0,0,.,.,0.1935,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5111,0.12,96,h,0,0,.,.,0.1935,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5111,2.29,168,h,0,0,.,.,0.1935,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5111,2.98,240,h,0,0,.,.,0.1935,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5111,1.85,312,h,0,0,.,.,0.1935,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5111,1.19,384,h,0,0,.,.,0.1935,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5111,0.82,552,h,0,0,.,.,0.1935,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5112,1.77,-48,h,0,0,.,.,0.2095,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5112,1.17,24,h,0,0,.,.,0.2095,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5112,0.41,96,h,0,0,.,.,0.2095,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5112,0.97,168,h,0,0,.,.,0.2095,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5112,3.23,240,h,0,0,.,.,0.2095,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5112,1.88,312,h,0,0,.,.,0.2095,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5112,1.73,384,h,0,0,.,.,0.2095,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5112,1.71,552,h,0,0,.,.,0.2095,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5113,1.53,-48,h,0,0,.,.,0.2126,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5113,0.71,48,h,0,0,.,.,0.2126,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5113,0.12,120,h,0,0,.,.,0.2126,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5113,5.19,192,h,0,0,.,.,0.2126,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5113,2.64,264,h,0,0,.,.,0.2126,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5113,1.33,336,h,0,0,.,.,0.2126,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5113,2.05,432,h,0,0,.,.,0.2126,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5113,0.84,552,h,0,0,.,.,0.2126,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5114,1.16,-48,h,0,0,.,.,0.2039,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5114,0.69,48,h,0,0,.,.,0.2039,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5114,0.16,120,h,0,0,.,.,0.2039,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5114,3.65,192,h,0,0,.,.,0.2039,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5114,3.04,264,h,0,0,.,.,0.2039,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5114,1.68,336,h,0,0,.,.,0.2039,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5114,.,432,h,0,0,.,.,0.2039,10^3/mcL,6,Neutrophiles absolute,1,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5114,1.69,552,h,0,0,.,.,0.2039,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5115,1.07,-48,h,0,0,.,.,0.219,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5115,0.74,48,h,0,0,.,.,0.219,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5115,0.23,120,h,0,0,.,.,0.219,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5115,1.6,192,h,0,0,.,.,0.219,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5115,1.66,264,h,0,0,.,.,0.219,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5115,1.43,336,h,0,0,.,.,0.219,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5115,1.44,432,h,0,0,.,.,0.219,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5115,1.38,552,h,0,0,.,.,0.219,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5116,1.66,-48,h,0,0,.,.,0.2188,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5116,0.51,48,h,0,0,.,.,0.2188,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5116,0.09,120,h,0,0,.,.,0.2188,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5117,2.19,-48,h,0,0,.,.,0.2165,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5117,0.41,72,h,0,0,.,.,0.2165,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5117,0.26,144,h,0,0,.,.,0.2165,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5117,5.6,216,h,0,0,.,.,0.2165,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5117,3.8,288,h,0,0,.,.,0.2165,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5117,2.05,360,h,0,0,.,.,0.2165,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5117,3.47,480,h,0,0,.,.,0.2165,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5117,2.23,552,h,0,0,.,.,0.2165,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5118,1.36,-48,h,0,0,.,.,0.1952,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5118,0.22,72,h,0,0,.,.,0.1952,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5118,0.45,144,h,0,0,.,.,0.1952,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5118,7.77,216,h,0,0,.,.,0.1952,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5118,3.18,288,h,0,0,.,.,0.1952,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5118,1.84,360,h,0,0,.,.,0.1952,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5118,1.44,480,h,0,0,.,.,0.1952,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5118,2.66,552,h,0,0,.,.,0.1952,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5119,1.42,-48,h,0,0,.,.,0.2124,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5119,0.32,72,h,0,0,.,.,0.2124,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5119,0.26,144,h,0,0,.,.,0.2124,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5119,5.4,216,h,0,0,.,.,0.2124,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5119,3.77,288,h,0,0,.,.,0.2124,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5119,1.48,360,h,0,0,.,.,0.2124,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5119,2.53,480,h,0,0,.,.,0.2124,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5119,2.29,552,h,0,0,.,.,0.2124,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5120,3.92,-48,h,0,0,.,.,0.2081,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5120,0.35,72,h,0,0,.,.,0.2081,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5120,1.43,144,h,0,0,.,.,0.2081,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5120,11.27,216,h,0,0,.,.,0.2081,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5120,5.27,288,h,0,0,.,.,0.2081,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5120,1.45,360,h,0,0,.,.,0.2081,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5120,1.72,480,h,0,0,.,.,0.2081,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,15,5120,1.44,552,h,0,0,.,.,0.2081,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5121,0.9,-48,h,0,0,.,.,0.1875,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5121,1.98,24,h,0,0,.,.,0.1875,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5121,1.85,96,h,0,0,.,.,0.1875,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5121,2.23,168,h,0,0,.,.,0.1875,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5121,2.44,240,h,0,0,.,.,0.1875,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5121,1.39,312,h,0,0,.,.,0.1875,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5121,2.06,384,h,0,0,.,.,0.1875,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5121,1.81,552,h,0,0,.,.,0.1875,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5122,1.14,-48,h,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5122,1.28,24,h,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5122,2.04,96,h,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5122,3.27,168,h,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5122,3.99,240,h,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5122,1.94,312,h,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5122,3.86,384,h,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5122,2.36,552,h,0,0,.,.,0.2062,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5123,1.39,-48,h,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5123,0.62,24,h,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5123,1.3,96,h,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5123,2.56,168,h,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5123,2.45,240,h,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5123,1.92,312,h,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5123,1.82,384,h,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5123,2.07,552,h,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5124,0.82,-48,h,0,0,.,.,0.1993,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5124,0.48,24,h,0,0,.,.,0.1993,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5124,0.85,96,h,0,0,.,.,0.1993,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5124,1.57,168,h,0,0,.,.,0.1993,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5124,2.03,240,h,0,0,.,.,0.1993,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5124,1.84,312,h,0,0,.,.,0.1993,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5124,1.26,384,h,0,0,.,.,0.1993,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5124,2.39,552,h,0,0,.,.,0.1993,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5125,1.28,-48,h,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5125,1.28,48,h,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5125,1.18,120,h,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5125,1.78,192,h,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5125,2.13,264,h,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5125,2.5,336,h,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5125,2.9,432,h,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5125,2.39,552,h,0,0,.,.,0.1915,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5126,0.71,-48,h,0,0,.,.,0.1873,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5126,0.82,48,h,0,0,.,.,0.1873,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5126,1.07,120,h,0,0,.,.,0.1873,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5126,2.05,192,h,0,0,.,.,0.1873,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5126,2.84,264,h,0,0,.,.,0.1873,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5126,2.83,336,h,0,0,.,.,0.1873,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5126,1.38,432,h,0,0,.,.,0.1873,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5126,1.97,552,h,0,0,.,.,0.1873,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5127,0.52,-48,h,0,0,.,.,0.2125,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5127,0.83,48,h,0,0,.,.,0.2125,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5127,1.17,120,h,0,0,.,.,0.2125,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5127,1.7,192,h,0,0,.,.,0.2125,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5127,1.89,264,h,0,0,.,.,0.2125,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5127,1.28,336,h,0,0,.,.,0.2125,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5127,1.95,432,h,0,0,.,.,0.2125,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5127,1.78,552,h,0,0,.,.,0.2125,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5128,1.33,-48,h,0,0,.,.,0.1945,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5128,0.74,48,h,0,0,.,.,0.1945,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5128,1.55,120,h,0,0,.,.,0.1945,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5128,1.44,192,h,0,0,.,.,0.1945,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5128,1.53,264,h,0,0,.,.,0.1945,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5128,1.62,336,h,0,0,.,.,0.1945,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5128,3.15,432,h,0,0,.,.,0.1945,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5128,1.73,552,h,0,0,.,.,0.1945,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5129,0.95,-48,h,0,0,.,.,0.1838,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5129,0.6,72,h,0,0,.,.,0.1838,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
Docetaxel,5,5129,0.76,144,h,0,0,.,.,0.1838,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male,.,.,.
